,ID,Day,Hour,Mass,deltaM,Time,GWC,SoilPsi,SoilPsi_VG
Berdis2.6339,Berdis2,3,2,4560.408333,0.483333333,3.083333333,0.064950771,0.584718962,0.634200722
Berdis2.6340,Berdis2,3,3,4559.916667,0.491666667,3.125,0.064868127,0.585424403,0.634684968
Berdis2.6341,Berdis2,3,4,4559.366667,0.55,3.166666667,0.064775678,0.586215618,0.635227772
Berdis2.6342,Berdis2,3,5,4558.883333,0.483333333,3.208333333,0.064694435,0.586912744,0.63570575
Berdis2.6343,Berdis2,3,6,4558.383333,0.5,3.25,0.064610391,0.587635706,0.636201165
Berdis2.6344,Berdis2,3,7,4557.841667,0.541666667,3.291666667,0.064519343,0.588420983,0.636738966
Berdis2.6345,Berdis2,3,8,4553.741667,4.1,3.333333333,0.063830178,0.594435644,0.640847292
Berdis2.6346,Berdis2,3,9,4545.641667,8.1,3.375,0.062468658,0.606697823,0.649164974
Berdis2.6347,Berdis2,3,10,4536.975,8.666666667,3.416666667,0.061011888,0.620407475,0.658375843
Berdis2.6348,Berdis2,3,11,4528.058333,8.916666667,3.458333333,0.059513096,0.635194083,0.668210336
Berdis2.6349,Berdis2,3,12,4518.991667,9.066666667,3.5,0.05798909,0.650991896,0.678608559
Berdis2.6350,Berdis2,3,13,4510.025,8.966666667,3.541666667,0.056481893,0.667431145,0.68931585
Berdis2.6351,Berdis2,3,14,4501.208333,8.816666667,3.583333333,0.054999909,0.684450009,0.700285577
Berdis2.6352,Berdis2,3,15,4492.675,8.533333333,3.625,0.053565551,0.701794375,0.711351108
Berdis2.6353,Berdis2,3,16,4484.483333,8.191666667,3.666666667,0.052188622,0.719316804,0.722419631
Berdis2.6354,Berdis2,3,17,4476.6,7.883333333,3.708333333,0.050863522,0.73705116,0.733514818
Berdis2.6355,Berdis2,3,18,4469.208333,7.391666667,3.75,0.049621065,0.754516504,0.744341777
Berdis2.6356,Berdis2,3,19,4462.083333,7.125,3.791666667,0.048423431,0.772177075,0.755194084
Berdis2.6357,Berdis2,3,20,4459.375,2.708333333,3.833333333,0.047968191,0.779115259,0.759432292
Berdis2.6358,Berdis2,3,21,4458.983333,0.391666667,3.875,0.047902356,0.780129251,0.760050527
Berdis2.6359,Berdis2,3,22,4458.508333,0.475,3.916666667,0.047822514,0.781362633,0.760802129
Berdis2.6360,Berdis2,3,23,4457.975,0.533333333,3.958333333,0.047732866,0.782752269,0.76164843
Berdis2.6361,Berdis2,4,0,4457.516667,0.458333333,4,0.047655825,0.783950554,0.762377756
Berdis2.6362,Berdis2,4,1,4457.033333,0.483333333,4.041666667,0.047574583,0.785218293,0.763148911
Berdis2.6363,Berdis2,4,2,4456.558333,0.475,4.083333333,0.04749474,0.786468288,0.763908829
Berdis2.6364,Berdis2,4,3,4456.033333,0.525,4.125,0.047406494,0.787854629,0.764751123
Berdis2.6365,Berdis2,4,4,4455.516667,0.516666667,4.166666667,0.047319648,0.78922388,0.765582506
Berdis2.6366,Berdis2,4,5,4455.05,0.466666667,4.208333333,0.047241206,0.790464834,0.766335537
Berdis2.6367,Berdis2,4,6,4454.541667,0.508333333,4.25,0.047155761,0.791821162,0.767158089
Berdis2.6368,Berdis2,4,7,4454.083333,0.458333333,4.291666667,0.04707872,0.793048188,0.767901788
Berdis2.6369,Berdis2,4,8,4450.375,3.708333333,4.333333333,0.046455391,0.803121621,0.773991698
Berdis2.6370,Berdis2,4,9,4443.366667,7.008333333,4.375,0.045277368,0.82289619,0.785868003
Berdis2.6371,Berdis2,4,10,4436.525,6.841666667,4.416666667,0.04412736,0.843191266,0.797953733
Berdis2.6372,Berdis2,4,11,4429.95,6.575,4.458333333,0.043022175,0.86368992,0.810060306
Berdis2.6373,Berdis2,4,12,4423.616667,6.333333333,4.5,0.041957612,0.884428493,0.822211442
Berdis2.6374,Berdis2,4,13,4417.633333,5.983333333,4.541666667,0.04095188,0.904984593,0.834164399
Berdis2.6375,Berdis2,4,14,4412.016667,5.616666667,4.583333333,0.040007781,0.925195924,0.845832945
Berdis2.6376,Berdis2,4,15,4406.808333,5.208333333,4.625,0.039132318,0.944785738,0.857067305
Berdis2.6377,Berdis2,4,16,4401.975,4.833333333,4.666666667,0.038319889,0.963744176,0.867872421
Berdis2.6378,Berdis2,4,17,4397.508333,4.466666667,4.708333333,0.037569092,0.981973692,0.878202747
Berdis2.6379,Berdis2,4,18,4393.35,4.158333333,4.75,0.036870122,0.999594132,0.888135133
Berdis2.6380,Berdis2,4,19,4389.6,3.75,4.791666667,0.036239789,1.016051458,0.897367048
Berdis2.6381,Berdis2,4,20,4388.283333,1.316666667,4.833333333,0.036018472,1.021962781,0.900672847
Berdis2.6382,Berdis2,4,21,4388.016667,0.266666667,4.875,0.035973648,1.023168633,0.901346547
Berdis2.6383,Berdis2,4,22,4387.683333,0.333333333,4.916666667,0.035917618,1.024680068,0.902190666
Berdis2.6384,Berdis2,4,23,4387.333333,0.35,4.958333333,0.035858787,1.026272023,0.903079383
Berdis2.6385,Berdis2,5,0,4386.991667,0.341666667,5,0.035801357,1.027830987,0.903949316
Berdis2.6386,Berdis2,5,1,4386.65,0.341666667,5.041666667,0.035743926,1.029394828,0.904821608
Berdis2.6387,Berdis2,5,2,4386.291667,0.358333333,5.083333333,0.035683695,1.031040218,0.905738996
Berdis2.6388,Berdis2,5,3,4385.941667,0.35,5.125,0.035624864,1.032652572,0.906637576
Berdis2.6389,Berdis2,5,4,4385.566667,0.375,5.166666667,0.03556183,1.034385857,0.907603127
Berdis2.6390,Berdis2,5,5,4385.208333,0.358333333,5.208333333,0.035501598,1.036047705,0.90852847
Berdis2.6391,Berdis2,5,6,4384.825,0.383333333,5.25,0.035437164,1.037831585,0.909521314
Berdis2.6392,Berdis2,5,7,4384.425,0.4,5.291666667,0.035369929,1.039699769,0.910560585
Berdis2.6393,Berdis2,5,8,4381.85,2.575,5.333333333,0.0349371,1.051893745,0.91733182
Berdis2.6394,Berdis2,5,9,4378.341667,3.508333333,5.375,0.034347388,1.06898884,0.926789706
Berdis2.6395,Berdis2,5,10,4375.258333,3.083333333,5.416666667,0.033829114,1.08449187,0.935332841
Berdis2.6396,Berdis2,5,11,4372.375,2.883333333,5.458333333,0.033344458,1.099413629,0.943526364
Berdis2.6397,Berdis2,5,12,4369.616667,2.758333333,5.5,0.032880812,1.114089124,0.951557679
Berdis2.6398,Berdis2,5,13,4367.091667,2.525,5.541666667,0.032456388,1.127880903,0.959081853
Berdis2.6399,Berdis2,5,14,4364.7,2.391666667,5.583333333,0.032054375,1.141272174,0.966366481
Berdis2.6400,Berdis2,5,15,4362.4,2.3,5.625,0.031667771,1.154462291,0.973522093
Berdis2.6401,Berdis2,5,16,4360.283333,2.116666667,5.666666667,0.031311983,1.166881111,0.98024209
Berdis2.6402,Berdis2,5,17,4358.283333,2,5.708333333,0.030975805,1.178870541,0.986714421
Berdis2.6403,Berdis2,5,18,4356.441667,1.841666667,5.75,0.030666241,1.190137061,0.992783198
Berdis2.6404,Berdis2,5,19,4354.725,1.716666667,5.791666667,0.030377689,1.200840127,0.998536877
Berdis2.6405,Berdis2,5,20,4354.291667,0.433333333,5.833333333,0.03030485,1.203573234,1.000004349
Berdis2.6406,Berdis2,5,21,4354.125,0.166666667,5.875,0.030276835,1.204627837,1.000570402
Berdis2.6407,Berdis2,5,22,4353.908333,0.216666667,5.916666667,0.030240416,1.206001665,1.001307638
Berdis2.6408,Berdis2,5,23,4353.666667,0.241666667,5.958333333,0.030199795,1.207537817,1.00213177
Berdis2.6409,Berdis2,6,0,4353.466667,0.2,6,0.030166177,1.208812161,1.002815276
Berdis2.6410,Berdis2,6,1,4353.208333,0.258333333,6.041666667,0.030122754,1.210462286,1.00370011
Berdis2.6411,Berdis2,6,2,4352.95,0.258333333,6.083333333,0.030079331,1.212117049,1.004587175
Berdis2.6412,Berdis2,6,3,4352.658333,0.291666667,6.125,0.030030305,1.21399093,1.005591394
Berdis2.6413,Berdis2,6,4,4352.383333,0.275,6.166666667,0.029984081,1.215763195,1.006540858
Berdis2.6414,Berdis2,6,5,4352.1,0.283333333,6.208333333,0.029936455,1.217594737,1.007521775
Berdis2.6415,Berdis2,6,6,4351.775,0.325,6.25,0.029881827,1.219702622,1.008650312
Berdis2.6416,Berdis2,6,7,4351.45,0.325,6.291666667,0.029827198,1.221818023,1.009782465
Berdis2.6417,Berdis2,6,8,4349.475,1.975,6.333333333,0.029495222,1.234837151,1.016741396
Berdis2.6418,Berdis2,6,9,4347.625,1.85,6.375,0.029184258,1.247293752,1.023385741
Berdis2.6419,Berdis2,6,10,4346.066667,1.558333333,6.416666667,0.028922319,1.257988758,1.029079946
Berdis2.6420,Berdis2,6,11,4344.566667,1.5,6.458333333,0.028670186,1.268463072,1.034647523
Berdis2.6421,Berdis2,6,12,4343.125,1.441666667,6.5,0.028427858,1.278700473,1.040080688
Berdis2.6422,Berdis2,6,13,4341.683333,1.441666667,6.541666667,0.02818553,1.289109204,1.045596426
Berdis2.6423,Berdis2,6,14,4340.358333,1.325,6.583333333,0.027962812,1.298830458,1.050740462
Berdis2.6424,Berdis2,6,15,4339.075,1.283333333,6.625,0.027747098,1.308390815,1.055792582
Berdis2.6425,Berdis2,6,16,4337.85,1.225,6.666666667,0.027541189,1.317652586,1.060680677
Berdis2.6426,Berdis2,6,17,4336.708333,1.141666667,6.708333333,0.027349287,1.326406508,1.065295246
Berdis2.6427,Berdis2,6,18,4335.6,1.108333333,6.75,0.027162989,1.335020009,1.06983071
Berdis2.6428,Berdis2,6,19,4334.616667,0.983333333,6.791666667,0.026997701,1.34275893,1.073901466
Berdis2.6429,Berdis2,6,20,4334.391667,0.225,6.833333333,0.026959881,1.344542685,1.074839188
Berdis2.6430,Berdis2,6,21,4334.241667,0.15,6.875,0.026934668,1.345734565,1.075465645
Berdis2.6431,Berdis2,6,22,4334.091667,0.15,6.916666667,0.026909455,1.346928619,1.076093154
Berdis2.6432,Berdis2,6,23,4333.95,0.141666667,6.958333333,0.026885642,1.348058339,1.07668677
Berdis2.6433,Berdis2,7,0,4333.783333,0.166666667,7,0.026857627,1.349389917,1.077386348
Berdis2.6434,Berdis2,7,1,4333.608333,0.175,7.041666667,0.026828212,1.350790988,1.078122315
Berdis2.6435,Berdis2,7,2,4333.391667,0.216666667,7.083333333,0.026791793,1.352529797,1.079035519
Berdis2.6436,Berdis2,7,3,4333.175,0.216666667,7.125,0.026755373,1.354273214,1.079950952
Berdis2.6437,Berdis2,7,4,4332.95,0.225,7.166666667,0.026717553,1.356088582,1.080903963
Berdis2.6438,Berdis2,7,5,4332.708333,0.241666667,7.208333333,0.026676932,1.358044004,1.081930268
Berdis2.6439,Berdis2,7,6,4332.45,0.258333333,7.25,0.026633509,1.360140703,1.083030461
Berdis2.6440,Berdis2,7,7,4332.108333,0.341666667,7.291666667,0.026576079,1.362924001,1.084490512
Berdis2.6441,Berdis2,7,8,4330.383333,1.725,7.333333333,0.026286125,1.377157008,1.091949509
Berdis2.6442,Berdis2,7,9,4328.533333,1.85,7.375,0.025975161,1.392765059,1.100115548
Berdis2.6443,Berdis2,7,10,4327.108333,1.425,7.416666667,0.025735634,1.405037758,1.10652701
Berdis2.6444,Berdis2,7,11,4325.825,1.283333333,7.458333333,0.02551992,1.416282257,1.112394255
Berdis2.6445,Berdis2,7,12,4324.575,1.25,7.5,0.025309809,1.427414038,1.118196273
Berdis2.6446,Berdis2,7,13,4319.9625,4.6125,7.541666667,0.024534499,1.470095399,1.140387349
Berdis3.6447,Berdis3,0,16,5795.954545,0,0.666666667,0.123199182,0.318903225,0.421664473
Berdis3.6448,Berdis3,0,17,5793.6,2.354545455,0.708333333,0.122616387,0.320338456,0.423076359
Berdis3.6449,Berdis3,0,18,5790.475,3.125,0.75,0.121842889,0.322263961,0.424962835
Berdis3.6450,Berdis3,0,19,5786.95,3.525,0.791666667,0.120970385,0.324464696,0.427108321
Berdis3.6451,Berdis3,0,20,5784.791667,2.158333333,0.833333333,0.120436156,0.325827511,0.428431324
Berdis3.6452,Berdis3,0,21,5784.483333,0.308333333,0.875,0.120359837,0.32602316,0.42862091
Berdis3.6453,Berdis3,0,22,5784.4,0.083333333,0.916666667,0.120339211,0.326076079,0.428672175
Berdis3.6454,Berdis3,0,23,5784.3,0.1,0.958333333,0.120314459,0.326139606,0.428733707
Berdis3.6455,Berdis3,1,0,5784.183333,0.116666667,1,0.120285582,0.326213753,0.428805514
Berdis3.6456,Berdis3,1,1,5784.108333,0.075,1.041666667,0.120267018,0.326261437,0.428851687
Berdis3.6457,Berdis3,1,2,5784.108333,0,1.083333333,0.120267018,0.326261437,0.428851687
Berdis3.6458,Berdis3,1,3,5784.041667,0.066666667,1.125,0.120250516,0.326303835,0.428892736
Berdis3.6459,Berdis3,1,4,5783.991667,0.05,1.166666667,0.120238141,0.326335641,0.428923528
Berdis3.6460,Berdis3,1,5,5783.991667,0,1.208333333,0.120238141,0.326335641,0.428923528
Berdis3.6461,Berdis3,1,6,5783.983333,0.008333333,1.25,0.120236078,0.326340943,0.42892866
Berdis3.6462,Berdis3,1,7,5783.883333,0.1,1.291666667,0.120211326,0.326404576,0.428990257
Berdis3.6463,Berdis3,1,8,5783.125,0.758333333,1.333333333,0.120023624,0.326887958,0.429457871
Berdis3.6464,Berdis3,1,9,5781.041667,2.083333333,1.375,0.119507959,0.328223538,0.430747156
Berdis3.6465,Berdis3,1,10,5777.966667,3.075,1.416666667,0.118746838,0.330215485,0.432662698
Berdis3.6466,Berdis3,1,11,5774.566667,3.4,1.458333333,0.117905273,0.332447104,0.434798418
Berdis3.6467,Berdis3,1,12,5770.9,3.666666667,1.5,0.116997703,0.33488877,0.437122925
Berdis3.6468,Berdis3,1,13,5767.316667,3.583333333,1.541666667,0.116110759,0.337310838,0.439416394
Berdis3.6469,Berdis3,1,14,5763.758333,3.558333333,1.583333333,0.115230004,0.33975192,0.441715642
Berdis3.6470,Berdis3,1,15,5760.191667,3.566666667,1.625,0.114347186,0.342235448,0.444042526
Berdis3.6471,Berdis3,1,16,5756.725,3.466666667,1.666666667,0.113489119,0.344685384,0.44632598
Berdis3.6472,Berdis3,1,17,5753.191667,3.533333333,1.708333333,0.112614552,0.347219828,0.44867595
Berdis3.6473,Berdis3,1,18,5749.875,3.316666667,1.75,0.111793613,0.349633975,0.450903021
Berdis3.6474,Berdis3,1,19,5746.775,3.1,1.791666667,0.111026304,0.351921832,0.453003551
Berdis3.6475,Berdis3,1,20,5744.883333,1.891666667,1.833333333,0.11055808,0.353333102,0.454294475
Berdis3.6476,Berdis3,1,21,5744.391667,0.491666667,1.875,0.110436383,0.353701816,0.45463115
Berdis3.6477,Berdis3,1,22,5744.283333,0.108333333,1.916666667,0.110409569,0.353783164,0.454705396
Berdis3.6478,Berdis3,1,23,5744.233333,0.05,1.958333333,0.110397193,0.353820723,0.454739672
Berdis3.6479,Berdis3,2,0,5744.166667,0.066666667,2,0.110380692,0.353870813,0.45478538
Berdis3.6480,Berdis3,2,1,5744.1,0.066666667,2.041666667,0.11036419,0.353920918,0.454831097
Berdis3.6481,Berdis3,2,2,5744.116667,-0.016666667,2.083333333,0.110368316,0.353908391,0.454819667
Berdis3.6482,Berdis3,2,3,5744.183333,-0.066666667,2.125,0.110384817,0.353858289,0.454773952
Berdis3.6483,Berdis3,2,4,5744.208333,-0.025,2.166666667,0.110391005,0.353839505,0.454756811
Berdis3.6484,Berdis3,2,5,5744.275,-0.066666667,2.208333333,0.110407506,0.353789423,0.454711108
Berdis3.6485,Berdis3,2,6,5744.275,0,2.25,0.110407506,0.353789423,0.454711108
Berdis3.6486,Berdis3,2,7,5744.183333,0.091666667,2.291666667,0.110384817,0.353858289,0.454773952
Berdis3.6487,Berdis3,2,8,5743.441667,0.741666667,2.333333333,0.11020124,0.354416491,0.455283025
Berdis3.6488,Berdis3,2,9,5741.35,2.091666667,2.375,0.109683513,0.356000543,0.456724618
Berdis3.6489,Berdis3,2,10,5738.516667,2.833333333,2.416666667,0.108982209,0.358169633,0.458691415
Berdis3.6490,Berdis3,2,11,5735.266667,3.25,2.458333333,0.108177772,0.360691415,0.460967684
Berdis3.6491,Berdis3,2,12,5731.891667,3.375,2.5,0.107342394,0.363349125,0.463354848
Berdis3.6492,Berdis3,2,13,5728.425,3.466666667,2.541666667,0.106484328,0.366121275,0.465832147
Berdis3.6493,Berdis3,2,14,5725,3.425,2.583333333,0.105636575,0.368903152,0.468305406
Berdis3.6494,Berdis3,2,15,5721.533333,3.466666667,2.625,0.104778509,0.371763487,0.470835385
Berdis3.6495,Berdis3,2,16,5718.066667,3.466666667,2.666666667,0.103920443,0.374669797,0.473392762
Berdis3.6496,Berdis3,2,17,5714.533333,3.533333333,2.708333333,0.103045875,0.377680472,0.476028162
Berdis3.6497,Berdis3,2,18,5711.15,3.383333333,2.75,0.102208435,0.380610335,0.478579597
Berdis3.6498,Berdis3,2,19,5707.9,3.25,2.791666667,0.101403998,0.383469087,0.481056783
Berdis3.6499,Berdis3,2,20,5706.1,1.8,2.833333333,0.100958464,0.385071477,0.482440061
Berdis3.6500,Berdis3,2,21,5705.741667,0.358333333,2.875,0.10086977,0.385392116,0.482716409
Berdis3.6501,Berdis3,2,22,5705.616667,0.125,2.916666667,0.10083883,0.385504096,0.482812886
Berdis3.6502,Berdis3,2,23,5705.541667,0.075,2.958333333,0.100820266,0.385571316,0.482870791
Berdis3.6503,Berdis3,3,0,5705.491667,0.05,3,0.10080789,0.385616143,0.482909402
Berdis3.6504,Berdis3,3,1,5705.441667,0.05,3.041666667,0.100795514,0.38566098,0.48294802
Berdis3.6505,Berdis3,3,2,5705.4,0.041666667,3.083333333,0.100785201,0.385698353,0.482980206
Berdis3.6506,Berdis3,3,3,5705.358333,0.041666667,3.125,0.100774887,0.385735733,0.483012397
Berdis3.6507,Berdis3,3,4,5705.275,0.083333333,3.166666667,0.100754261,0.385810516,0.483076791
Berdis3.6508,Berdis3,3,5,5705.183333,0.091666667,3.208333333,0.100731571,0.385892812,0.483147645
Berdis3.6509,Berdis3,3,6,5705.066667,0.116666667,3.25,0.100702694,0.385997604,0.483237854
Berdis3.6510,Berdis3,3,7,5704.908333,0.158333333,3.291666667,0.100663504,0.386139915,0.483360336
Berdis3.6511,Berdis3,3,8,5703.991667,0.916666667,3.333333333,0.100436611,0.386965947,0.484070697
Berdis3.6512,Berdis3,3,9,5701.941667,2.05,3.375,0.099929197,0.388826468,0.485667126
Berdis3.6513,Berdis3,3,10,5699.2,2.741666667,3.416666667,0.099250582,0.391343667,0.487819266
Berdis3.6514,Berdis3,3,11,5696.033333,3.166666667,3.458333333,0.098466771,0.394293099,0.490329784
Berdis3.6515,Berdis3,3,12,5692.7,3.333333333,3.5,0.097641708,0.397447554,0.493001722
Berdis3.6516,Berdis3,3,13,5689.341667,3.358333333,3.541666667,0.096810456,0.400678588,0.495724773
Berdis3.6517,Berdis3,3,14,5685.933333,3.408333333,3.583333333,0.095966828,0.404013427,0.498521008
Berdis3.6518,Berdis3,3,15,5682.683333,3.25,3.625,0.095162391,0.407246947,0.501218696
Berdis3.6519,Berdis3,3,16,5679.3,3.383333333,3.666666667,0.094324952,0.410670152,0.504060347
Berdis3.6520,Berdis3,3,17,5676.041667,3.258333333,3.708333333,0.093518452,0.414023287,0.506829873
Berdis3.6521,Berdis3,3,18,5672.766667,3.275,3.75,0.092707827,0.417450792,0.509646833
Berdis3.6522,Berdis3,3,19,5669.666667,3.1,3.791666667,0.091940517,0.420749341,0.512344716
Berdis3.6523,Berdis3,3,20,5668.041667,1.625,3.833333333,0.091538299,0.422499922,0.513771386
Berdis3.6524,Berdis3,3,21,5667.65,0.391666667,3.875,0.091441354,0.422924099,0.514116548
Berdis3.6525,Berdis3,3,22,5667.541667,0.108333333,3.916666667,0.091414539,0.42304158,0.514212107
Berdis3.6526,Berdis3,3,23,5667.458333,0.083333333,3.958333333,0.091393913,0.423131995,0.514285641
Berdis3.6527,Berdis3,4,0,5667.366667,0.091666667,4,0.091371223,0.423231497,0.514366555
Berdis3.6528,Berdis3,4,1,5667.3,0.066666667,4.041666667,0.091354722,0.423303893,0.514425419
Berdis3.6529,Berdis3,4,2,5667.216667,0.083333333,4.083333333,0.091334096,0.423394423,0.514499019
Berdis3.6530,Berdis3,4,3,5667.15,0.066666667,4.125,0.091317594,0.423466876,0.514557916
Berdis3.6531,Berdis3,4,4,5667.1,0.05,4.166666667,0.091305218,0.423521232,0.514602099
Berdis3.6532,Berdis3,4,5,5667.058333,0.041666667,4.208333333,0.091294905,0.42356654,0.514638924
Berdis3.6533,Berdis3,4,6,5666.966667,0.091666667,4.25,0.091272216,0.423666253,0.514719959
Berdis3.6534,Berdis3,4,7,5666.825,0.141666667,4.291666667,0.091237151,0.423820449,0.51484525
Berdis3.6535,Berdis3,4,8,5665.875,0.95,4.333333333,0.091002007,0.424857461,0.515687167
Berdis3.6536,Berdis3,4,9,5663.533333,2.341666667,4.375,0.0904224,0.427436022,0.517775365
Berdis3.6537,Berdis3,4,10,5660.691667,2.841666667,4.416666667,0.089719033,0.430608718,0.520334563
Berdis3.6538,Berdis3,4,11,5657.541667,3.15,4.458333333,0.088939348,0.434182742,0.523204308
Berdis3.6539,Berdis3,4,12,5654.425,3.116666667,4.5,0.088167914,0.437779496,0.526078477
Berdis3.6540,Berdis3,4,13,5651.225,3.2,4.541666667,0.087375852,0.441536734,0.529066374
Berdis3.6541,Berdis3,4,14,5648.075,3.15,4.583333333,0.086596167,0.4453006,0.532044966
Berdis3.6542,Berdis3,4,15,5645.2,2.875,4.625,0.08588455,0.44879393,0.534796671
Berdis3.6543,Berdis3,4,16,5642.241667,2.958333333,4.666666667,0.085152306,0.452447839,0.537661936
Berdis3.6544,Berdis3,4,17,5639.133333,3.108333333,4.708333333,0.084382934,0.45635351,0.540710288
Berdis3.6545,Berdis3,4,18,5636.258333,2.875,4.75,0.083671316,0.460028226,0.543565119
Berdis3.6546,Berdis3,4,19,5633.541667,2.716666667,4.791666667,0.082998889,0.463556922,0.546294637
Berdis3.6547,Berdis3,4,20,5631.975,1.566666667,4.833333333,0.082611109,0.465617296,0.547883083
Berdis3.6548,Berdis3,4,21,5631.566667,0.408333333,4.875,0.082510039,0.466157405,0.548298841
Berdis3.6549,Berdis3,4,22,5631.5,0.066666667,4.916666667,0.082493538,0.466245709,0.548366789
Berdis3.6550,Berdis3,4,23,5631.4,0.1,4.958333333,0.082468786,0.466378229,0.548468748
Berdis3.6551,Berdis3,5,0,5631.308333,0.091666667,5,0.082446097,0.466499773,0.548562248
Berdis3.6552,Berdis3,5,1,5631.266667,0.041666667,5.041666667,0.082435783,0.466555042,0.54860476
Berdis3.6553,Berdis3,5,2,5631.191667,0.075,5.083333333,0.082417219,0.46665456,0.548681301
Berdis3.6554,Berdis3,5,3,5631.15,0.041666667,5.125,0.082406906,0.466709867,0.548723835
Berdis3.6555,Berdis3,5,4,5631.1,0.05,5.166666667,0.08239453,0.466776253,0.548774885
Berdis3.6556,Berdis3,5,5,5631.033333,0.066666667,5.208333333,0.082378029,0.466864798,0.548842969
Berdis3.6557,Berdis3,5,6,5630.866667,0.166666667,5.25,0.082336776,0.46708631,0.549013265
Berdis3.6558,Berdis3,5,7,5630.75,0.116666667,5.291666667,0.082307898,0.467241498,0.549132544
Berdis3.6559,Berdis3,5,8,5629.933333,0.816666667,5.333333333,0.082105758,0.468330787,0.549969177
Berdis3.6560,Berdis3,5,9,5628,1.933333333,5.375,0.081627221,0.470930443,0.55196157
Berdis3.6561,Berdis3,5,10,5625.541667,2.458333333,5.416666667,0.081018736,0.474279207,0.554519291
Berdis3.6562,Berdis3,5,11,5622.7,2.841666667,5.458333333,0.080315369,0.478211689,0.557510409
Berdis3.6563,Berdis3,5,12,5619.6,3.1,5.5,0.07954806,0.482578862,0.560816713
Berdis3.6564,Berdis3,5,13,5616.591667,3.008333333,5.541666667,0.07880344,0.486896034,0.564069507
